,Open,High,Low,Close,Adj Close,Volume
2021-07-19 11:30:00-04:00,276.489990234375,277.4800109863281,275.82501220703125,276.54998779296875,276.54998779296875,3131315
2021-07-19 12:30:00-04:00,276.54278564453125,276.95001220703125,275.5899963378906,275.6300048828125,275.6300048828125,2195085
2021-07-19 13:30:00-04:00,275.6400146484375,276.9200134277344,275.4100036621094,276.82000732421875,276.82000732421875,2286045
2021-07-19 14:30:00-04:00,276.80999755859375,276.8529968261719,275.7900085449219,276.04998779296875,276.04998779296875,2439672
2021-07-19 15:30:00-04:00,276.0466003417969,277.2099914550781,275.8800048828125,277.04998779296875,277.04998779296875,3364042
2021-07-20 09:30:00-04:00,277.92999267578125,278.0580139160156,276.260009765625,277.0299987792969,277.0299987792969,4427937
2021-07-20 10:30:00-04:00,277.0199890136719,278.7943115234375,276.82000732421875,278.42999267578125,278.42999267578125,2551188
2021-07-20 11:30:00-04:00,278.42999267578125,279.32501220703125,278.19000244140625,278.9700012207031,278.9700012207031,1887139
2021-07-20 12:30:00-04:00,278.9700012207031,280.19000244140625,278.9700012207031,279.9200134277344,279.9200134277344,2592312
2021-07-20 13:30:00-04:00,279.9200134277344,280.74029541015625,279.1700134277344,280.625,280.625,1997033
2021-07-20 14:30:00-04:00,280.6199951171875,280.9700012207031,280.1300048828125,280.58990478515625,280.58990478515625,2317705
2021-07-20 15:30:00-04:00,280.5899963378906,280.5950012207031,279.14990234375,279.32000732421875,279.32000732421875,3155611
2021-07-21 09:30:00-04:00,278.45001220703125,280.6600036621094,277.2900085449219,280.4150085449219,280.4150085449219,4707965
2021-07-21 10:30:00-04:00,280.4150085449219,280.9700012207031,280.17999267578125,280.5450134277344,280.5450134277344,2704250
2021-07-21 11:30:00-04:00,280.5400085449219,280.6650085449219,279.8599853515625,280.1199951171875,280.1199951171875,2194894
2021-07-21 12:30:00-04:00,280.125,280.260009765625,279.1300048828125,280.1400146484375,280.1400146484375,1919396
2021-07-21 13:30:00-04:00,280.1499938964844,280.4800109863281,279.8399963378906,280.3699951171875,280.3699951171875,1488556
2021-07-21 14:30:00-04:00,280.375,280.875,280.25439453125,280.6449890136719,280.6449890136719,2073000
2021-07-21 15:30:00-04:00,280.64471435546875,281.5199890136719,280.1499938964844,281.3800048828125,281.3800048828125,3155269
2021-07-22 09:30:00-04:00,283.8399963378906,286.05999755859375,283.4200134277344,285.6300964355469,285.6300964355469,6312990
2021-07-22 10:30:00-04:00,285.6300048828125,286.4100036621094,285.3699951171875,285.7099914550781,285.7099914550781,2942502
2021-07-22 11:30:00-04:00,285.7049865722656,285.75,284.4800109863281,284.8599853515625,284.8599853515625,2009534
2021-07-22 12:30:00-04:00,284.8599853515625,285.1600036621094,284.55999755859375,284.7101135253906,284.7101135253906,1430590
2021-07-22 13:30:00-04:00,284.7200012207031,285.5899963378906,284.68499755859375,285.55999755859375,285.55999755859375,1424091
2021-07-22 14:30:00-04:00,285.56500244140625,286.4200134277344,285.5400085449219,286.06500244140625,286.06500244140625,2665041
2021-07-22 15:30:00-04:00,286.05999755859375,286.2300109863281,285.6400146484375,286.1600036621094,286.1600036621094,2539591
2021-07-23 09:30:00-04:00,288.25,288.79998779296875,286.5,288.29998779296875,288.29998779296875,5820476
2021-07-23 10:30:00-04:00,288.29998779296875,289.6000061035156,287.9700012207031,289.45001220703125,289.45001220703125,2931642
2021-07-23 11:30:00-04:00,289.4482116699219,289.67999267578125,289.1000061035156,289.2872009277344,289.2872009277344,2562526
2021-07-23 12:30:00-04:00,289.2850036621094,289.8699951171875,288.8800048828125,289.7300109863281,289.7300109863281,2266700
2021-07-23 13:30:00-04:00,289.7301025390625,289.7380065917969,289.20001220703125,289.5885009765625,289.5885009765625,1712017
2021-07-23 14:30:00-04:00,289.5899963378906,289.67999267578125,288.6000061035156,289.010009765625,289.010009765625,2133964
2021-07-23 15:30:00-04:00,288.9999084472656,289.989990234375,288.8900146484375,289.7099914550781,289.7099914550781,2705167
2021-07-26 09:30:00-04:00,289.0,289.06500244140625,286.6419982910156,286.739990234375,286.739990234375,5338524
2021-07-26 10:30:00-04:00,286.739990234375,287.8900146484375,286.6600036621094,287.67999267578125,287.67999267578125,2626151
2021-07-26 11:30:00-04:00,287.6600036621094,289.3599853515625,287.5899963378906,288.7699890136719,288.7699890136719,2457091
2021-07-26 12:30:00-04:00,288.7749938964844,289.0799865722656,288.1300048828125,288.82000732421875,288.82000732421875,1702346
2021-07-26 13:30:00-04:00,288.82000732421875,289.1700134277344,288.6000061035156,289.1300048828125,289.1300048828125,1854846
2021-07-26 14:30:00-04:00,289.1400146484375,289.6300048828125,289.0,289.6000061035156,289.6000061035156,2540529
2021-07-26 15:30:00-04:00,289.6000061035156,289.69000244140625,288.55999755859375,289.04998779296875,289.04998779296875,2425491
2021-07-27 09:30:00-04:00,289.45001220703125,289.4800109863281,286.35009765625,286.9700012207031,286.9700012207031,5151428
2021-07-27 10:30:00-04:00,286.9700012207031,286.9700012207031,284.55499267578125,284.8999938964844,284.8999938964844,4295805
2021-07-27 11:30:00-04:00,284.8900146484375,285.3399963378906,283.80499267578125,285.29998779296875,285.29998779296875,4682742
2021-07-27 12:30:00-04:00,285.25,285.4100036621094,282.95001220703125,283.4599914550781,283.4599914550781,2891581
2021-07-27 13:30:00-04:00,283.4649963378906,285.2799987792969,283.2799987792969,284.82000732421875,284.82000732421875,2580983
2021-07-27 14:30:00-04:00,284.8299865722656,286.5899963378906,284.7850036621094,285.9100036621094,285.9100036621094,3369731
2021-07-27 15:30:00-04:00,285.9150085449219,287.1499938964844,285.69000244140625,287.0,287.0,3061584
2021-07-28 09:30:00-04:00,289.25,289.80499267578125,284.0199890136719,289.42999267578125,289.42999267578125,12163644
2021-07-28 10:30:00-04:00,289.3999938964844,290.1499938964844,287.7699890136719,287.9200134277344,287.9200134277344,4347899
2021-07-28 11:30:00-04:00,287.9100036621094,288.45001220703125,286.875,287.0956115722656,287.0956115722656,2965755
2021-07-28 12:30:00-04:00,287.1050109863281,287.32000732421875,285.9800109863281,286.44000244140625,286.44000244140625,2554870
2021-07-28 13:30:00-04:00,286.42999267578125,287.1099853515625,285.3500061035156,285.989990234375,285.989990234375,3178537
2021-07-28 14:30:00-04:00,285.993408203125,286.92999267578125,285.4150085449219,286.3500061035156,286.3500061035156,3378581
2021-07-28 15:30:00-04:00,286.3399963378906,286.69000244140625,286.1000061035156,286.2200012207031,286.2200012207031,2247186
2021-07-29 09:30:00-04:00,286.2349853515625,288.6180114746094,286.2002868652344,287.18499755859375,287.18499755859375,4677860
2021-07-29 10:30:00-04:00,287.20001220703125,287.31500244140625,286.3800048828125,286.6499938964844,286.6499938964844,2079970
2021-07-29 11:30:00-04:00,286.6499938964844,286.82000732421875,286.0799865722656,286.6000061035156,286.6000061035156,1705859
2021-07-29 12:30:00-04:00,286.6000061035156,286.75,286.1700134277344,286.6910095214844,286.6910095214844,1308992
2021-07-29 13:30:00-04:00,286.69000244140625,287.010009765625,286.6199951171875,286.7699890136719,286.7699890136719,1475650
2021-07-29 14:30:00-04:00,286.7799987792969,287.1700134277344,286.75,286.82720947265625,286.82720947265625,1711929
2021-07-29 15:30:00-04:00,286.8500061035156,287.0799865722656,286.44000244140625,286.4800109863281,286.4800109863281,2049270
2021-07-30 09:30:00-04:00,286.3999938964844,286.6600036621094,284.6000061035156,285.1600036621094,285.1600036621094,4349491
2021-07-30 10:30:00-04:00,285.1600036621094,285.7200012207031,284.5899963378906,285.3999938964844,285.3999938964844,2152484
2021-07-30 11:30:00-04:00,285.3800048828125,285.57000732421875,284.4599914550781,285.0350036621094,285.0350036621094,1901230
2021-07-30 12:30:00-04:00,285.0400085449219,285.2799072265625,284.7300109863281,284.7699890136719,284.7699890136719,1173214
2021-07-30 13:30:00-04:00,284.760009765625,284.9638977050781,283.9100036621094,284.05999755859375,284.05999755859375,1975434
2021-07-30 14:30:00-04:00,284.04998779296875,285.28790283203125,283.9800109863281,284.8699951171875,284.8699951171875,2326718
2021-07-30 15:30:00-04:00,284.86749267578125,285.2699890136719,284.510009765625,284.95001220703125,284.95001220703125,2710101
